id-pub-id,id-exp-id,id,id-title,id-authors,id-institutes,id-city,id-country,id-climate-class,data-avail,data-link,data-supp-link,pub-type,pub-name,publisher,pub-year,pub-doi,exp-type,exp-spatial-typology,exp-domains,exp-domain-thermal,exp-domain-air-move,exp-domain-humidity,exp-domain-co2,exp-domain-light,exp-domain-acoustics,exp-domain-behaviour,exp-domain-iaq,exp-tested-t-min,exp-tested-t-max,exp-tested-target-temps,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-time,exp-hours,exp-normalisation-length,exp-session-length,pop-sample-size-calc,pop-sample-size-calc-type,pop-payment,pop-no-tot,pop-male-no,pop-fem-no,pop-m2f-no,pop-f2m-no,pop-male-ratio,pop-age-range,pop-age-mean,pop-age-std,pop-age-male-mean,pop-age-fem-mean,pop-bmi-mean,pop-bmi-std,pop-bmi-male-mean,pop-bmi-fem-mean,physio-parameter,physio-sensing-method,physio-body-site,physio-body-site-sagittal,physio-body-site-surface,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,physio-mst-weighting,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-sound-level,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure-pleasantness,ques-local-therm-comfort,ques-local-therm-sensation,ques-local-therm-satisfaction,ques-shivering,ques-sweating-sensation,ques-overall-comfort,ques-overall-satisfaction,ques-airmove-comfort,ques-airmove-sensation,ques-local-airmove-sensation,ques-airmove-perception,ques-airmove-prefer,ques-airmove-accept,ques-airmove-satisfaction,ques-humidity-comfort,ques-humidity-sensation,ques-humidity-prefer,ques-humidity-accept,ques-humidity-satisfaction,ques-light-comfort,ques-light-sensation,ques-visual-prefer,ques-light-prefer,ques-light-accept,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-sensation,ques-iaq-prefer,ques-iaq-accept,ques-iaq-satisfaction,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-sensation,ques-acoustic-prefer,ques-acoustic-accept,ques-acoustic-satisfaction,cognitive-test-done,cognitive-test-type,select-healthy,select-active-recent-illness,select-no-ongoing-treatment-medication-use,select-age-range,select-healthy-cv-bp-disease,select-neuro-disease,select-metabolic-syndrome,select-immune-related-diseases,select-previous-knowledge,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-hearing,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,select-no-medical-implant,select-sex,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity-nationality,part-meta-bsa,part-meta-thermal-history-background,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-status,part-meta-chronotype,part-recent-chrono-change,part-meta-bmr-rmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-routine,protocol-blinded,protocol-random,protocol-balancing,protocol-subjects-not-allowed-to-discuss,protocol-food,protocol-water,protocol-prep-body-site,protocol-defined-activity,protocol-observed-met
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Forehead,NR,Anterior,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.07,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Chest,NR,Anterior,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.35,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Forearm,NR,NR,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.14,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Hand,NR,NR,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.05,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Thigh,NR,NR,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.19,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Calf,NR,NR,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.13,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Skin temperature,Heat flux/Heat flow,Foot,NR,NR,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),sk = 0.07thead + 0.35tchest + 0.14tarm + 0.05thand + 0.19tthigh + 0.13tcalf + 0.07tfoot,0.07,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Heart/Pulse rate,ECG,NR,NR,NAN,DMS,300-4A,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Core temperature,Ingestible pill,Gastrointestinal tract,NAN,NAN,HQ,HT150001,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Heat flux,Heat flux/Heat flow,Forehead,NR,Anterior,Kyoto Electronics Manufacturing,HFM-215 N,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Heat flux,Heat flux/Heat flow,Chest,NR,Anterior,Kyoto Electronics Manufacturing,HFM-215 N,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
89,1,89_1,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,BSk,NR,NR,NR,J,Building and Environment,Elsevier,2021,https://doi.org/10.1016/j.buildenv.2021.107705,Lab,Desk&Chair,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,26,32,"26, 29, 32",2019,2019,NR,9,10,"2019: 9, 10",14:00-18:00,30,180,NR,NAN,NR,24,24,0,0,0,100.00%,NR,19.7,1.5,19.7,NAN,21.9,1.9,21.9,NAN,Heat flux,Heat flux/Heat flow,Forearm,NR,NR,Kyoto Electronics Manufacturing,HFM-215 N,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""limited tolerance"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR
